t11,t12,t13,t14,t15,t21,t22,t23,t24,t25
Ornn,LeeSin,Orianna,Kalista,Nautilus,Volibear,Graves,TwistedFate,Aphelios,Thresh
Ornn,LeeSin,Corki,Ezreal,Thresh,MonkeyKing,Graves,Sylas,Aphelios,Bard
MonkeyKing,RekSai,Galio,MissFortune,Thresh,Renekton,Graves,Corki,Ezreal,Bard
Mordekaiser,Sett,Azir,Kaisa,Leona,MonkeyKing,Volibear,KogMaw,Ezreal,TahmKench
Camille,Ekko,Renekton,Aphelios,Leona,Gnar,Trundle,Leblanc,Ezreal,Yuumi
Mordekaiser,Trundle,Yasuo,Ezreal,Braum,MonkeyKing,LeeSin,Syndra,Aphelios,Rakan
Renekton,Volibear,Cassiopeia,Aphelios,Thresh,Kennen,Graves,Galio,Ashe,TahmKench
Ornn,Kindred,Galio,Aphelios,Bard,Aatrox,Trundle,Karma,Ezreal,Yuumi
Ornn,Kayn,Leblanc,Aphelios,Thresh,Kayle,Trundle,Lissandra,Kaisa,Nautilus
Malphite,Trundle,Syndra,Aphelios,Nautilus,MonkeyKing,LeeSin,Rumble,Ezreal,Rakan
Volibear,LeeSin,Galio,Kalista,Thresh,Kayle,Trundle,Karma,Ashe,Nautilus
Urgot,Nidalee,Zoe,Aphelios,Nautilus,Aatrox,LeeSin,Karma,Ezreal,Leona
Renekton,Trundle,Karma,Ezreal,Yuumi,Gangplank,LeeSin,Lissandra,Aphelios,Thresh
Ornn,Elise,Lucian,MissFortune,Yuumi,Jayce,Graves,Leblanc,Ezreal,Alistar
Aatrox,LeeSin,Sylas,Aphelios,Nautilus,Mordekaiser,Olaf,Rumble,Ashe,Thresh
Malphite,Graves,Karma,Ezreal,Braum,MonkeyKing,JarvanIV,Corki,Aphelios,Thresh
MonkeyKing,JarvanIV,Karma,Kaisa,Leona,Ornn,Graves,Galio,Ashe,Sett
MonkeyKing,Graves,Azir,Ashe,Bard,Sion,Trundle,Orianna,Ezreal,Yuumi
Renekton,Nidalee,Galio,Aphelios,Nautilus,Quinn,Trundle,Zoe,Ezreal,Bard
Sylas,Graves,Galio,Ashe,Braum,Kennen,Olaf,TwistedFate,Kalista,Alistar
Mordekaiser,LeeSin,Lissandra,Ezreal,Leona,MonkeyKing,Trundle,Leblanc,Kaisa,Braum
MonkeyKing,Sett,Azir,MissFortune,Yuumi,Ornn,LeeSin,Zoe,Aphelios,Karma
MonkeyKing,LeeSin,Syndra,Ezreal,Nautilus,Renekton,Graves,TwistedFate,Ashe,Leona
Renekton,LeeSin,Orianna,Aphelios,Nautilus,Jayce,Volibear,Fiddlesticks,Ashe,TahmKench
Ornn,LeeSin,Orianna,Ezreal,Braum,Aatrox,Graves,Azir,Aphelios,Nautilus
Gangplank,Olaf,Azir,Varus,Thresh,Aatrox,Gragas,Zoe,Ezreal,Nautilus
MonkeyKing,Sylas,Nocturne,Aphelios,Thresh,Ornn,Kindred,Galio,Kalista,Nautilus
Renekton,LeeSin,Karma,Aphelios,Lulu,Neeko,Nidalee,Yasuo,Ezreal,Nautilus
Kalista,Elise,Cassiopeia,Senna,Sett,Ornn,Graves,Corki,Aphelios,Lulu
Ornn,LeeSin,Leblanc,Kalista,Thresh,Aatrox,Volibear,Zoe,Ashe,Nautilus
Sion,Olaf,Syndra,Ezreal,Karma,Gangplank,Nidalee,TwistedFate,Aphelios,Lulu
Aatrox,Volibear,Ekko,Jhin,Leona,Renekton,LeeSin,Syndra,Ashe,Thresh
Aatrox,RekSai,Leblanc,Ezreal,Yuumi,Ornn,LeeSin,Lissandra,Aphelios,Karma
Karma,Sett,Corki,Varus,Bard,Maokai,Trundle,Azir,Senna,MonkeyKing
Gangplank,Graves,Draven,Syndra,Thresh,Renekton,Trundle,Orianna,Aphelios,Nautilus
Ornn,Trundle,Ekko,Ezreal,Thresh,Kayle,LeeSin,Orianna,Varus,TahmKench
MonkeyKing,Trundle,Zoe,Ezreal,Pantheon,Renekton,LeeSin,Karma,Aphelios,Shen
MonkeyKing,Ekko,Jayce,Ezreal,Karma,Ornn,LeeSin,Syndra,Aphelios,Sett
Sylas,Graves,Draven,Lucian,Thresh,Jax,Trundle,Orianna,Ashe,TahmKench
Kayle,JarvanIV,Orianna,Aphelios,Nautilus,Sett,Graves,Rumble,Kaisa,Leona
Gangplank,Olaf,Galio,Ezreal,Yuumi,Ornn,Kindred,Azir,Aphelios,Nautilus
MonkeyKing,Ekko,Pantheon,Aphelios,Bard,Mordekaiser,LeeSin,Syndra,Ezreal,Karma
Kayle,Trundle,Galio,Ezreal,Karma,Ornn,Volibear,Vladimir,Ashe,Thresh
Mordekaiser,LeeSin,Akali,Aphelios,Nautilus,MonkeyKing,Nidalee,Sett,Xayah,Leona
Sett,Nidalee,Orianna,Ezreal,Lulu,Aatrox,Trundle,Corki,MissFortune,Yuumi
MonkeyKing,LeeSin,Syndra,Varus,Nautilus,Karma,Nidalee,Lucian,Taliyah,Pantheon
Mordekaiser,Graves,Syndra,Ezreal,Nautilus,Renekton,Kindred,Karma,Aphelios,Leona
Mordekaiser,Trundle,Viktor,Ezreal,Braum,Jayce,Olaf,Azir,MissFortune,Nautilus
Mordekaiser,Trundle,Orianna,Aphelios,Braum,Ornn,Nidalee,Jayce,Kalista,Thresh
Sett,Sylas,Jayce,MissFortune,Nautilus,Camille,Volibear,Galio,Ashe,TahmKench
Ornn,Trundle,Diana,Aphelios,Leona,Mordekaiser,LeeSin,Syndra,Kalista,Nautilus
Aatrox,Trundle,Diana,MissFortune,Nautilus,Ornn,LeeSin,Orianna,Aphelios,Braum
Mordekaiser,Trundle,Galio,Aphelios,Braum,MonkeyKing,JarvanIV,Kassadin,Kalista,Nautilus
Renekton,Graves,Karma,Kaisa,Bard,Ornn,LeeSin,TwistedFate,Ashe,Thresh
Ornn,LeeSin,Zoe,Aphelios,Lulu,Gangplank,JarvanIV,Orianna,Ezreal,Yuumi
Aatrox,Olaf,Zoe,Aphelios,Nautilus,Volibear,JarvanIV,Leblanc,Ezreal,Yuumi
Aatrox,LeeSin,Galio,Aphelios,Thresh,Chogath,Graves,Irelia,Ashe,Sett
Ornn,Graves,Lissandra,Ezreal,Nautilus,Sylas,Kindred,Nocturne,Aphelios,Thresh
Renekton,Trundle,Ekko,Ezreal,Thresh,Aatrox,LeeSin,Azir,Kaisa,Nautilus
Sion,Trundle,Zoe,Aphelios,Thresh,Volibear,Kayn,Orianna,Vayne,Yuumi
Aatrox,Graves,Leblanc,Aphelios,Leona,Renekton,Nidalee,Sett,Varus,Nautilus
Ornn,LeeSin,Galio,Aphelios,TahmKench,Sion,Gragas,Jayce,Kalista,Thresh
Camille,Sett,TwistedFate,Aphelios,Thresh,Ornn,LeeSin,Galio,Ezreal,Bard
MonkeyKing,JarvanIV,Diana,Kalista,Nautilus,Ornn,LeeSin,Leblanc,Ezreal,Taric
Jayce,RekSai,Ekko,Aphelios,Yuumi,Camille,LeeSin,Syndra,Senna,Maokai
Gangplank,Gragas,Orianna,Varus,TahmKench,Vladimir,Olaf,Syndra,Sivir,Thresh
MonkeyKing,LeeSin,Zoe,Lucian,Thresh,Ornn,Volibear,Syndra,Aphelios,Nautilus
Kayle,Olaf,Sylas,Ezreal,Yuumi,Ornn,Graves,TwistedFate,Aphelios,Thresh
Malphite,Graves,Orianna,Aphelios,Sett,Renekton,JarvanIV,Azir,Kalista,Taric
Renekton,Graves,Leblanc,Draven,Nautilus,MonkeyKing,Nidalee,Zoe,Jhin,Braum
MonkeyKing,Taliyah,Sett,Varus,Nautilus,Jayce,Olaf,Syndra,Ashe,Braum
Sylas,Nidalee,Renekton,Ashe,Thresh,Ornn,LeeSin,Nocturne,Ezreal,Yuumi
Renekton,Graves,Galio,MissFortune,Nautilus,MonkeyKing,LeeSin,Syndra,Ezreal,Leona
Ornn,Graves,Orianna,Kaisa,Leona,Renekton,Nidalee,Lissandra,Aphelios,Nautilus
Aatrox,Graves,Galio,Senna,Sett,Ornn,Kindred,Syndra,Ezreal,Taric
Aatrox,Nidalee,Orianna,Senna,Maokai,MonkeyKing,Trundle,Azir,Aphelios,Karma
Aatrox,Elise,Sett,Kaisa,Alistar,MonkeyKing,Khazix,Galio,Lucian,Braum
Kalista,Ekko,Sett,Syndra,Nautilus,Urgot,Olaf,Karma,Ezreal,Braum
Aatrox,Nidalee,Jayce,Kalista,Nautilus,Renekton,Trundle,Akali,Aphelios,Thresh
Kled,Trundle,Sylas,Ashe,Sett,MonkeyKing,LeeSin,Leblanc,Aphelios,Braum
Mordekaiser,Olaf,Azir,Ezreal,Galio,Sett,Kindred,Karma,Kaisa,Nautilus
Aatrox,Olaf,Lissandra,Kaisa,Pantheon,MonkeyKing,Graves,TwistedFate,Ezreal,Yuumi
Malphite,LeeSin,Azir,Lucian,Thresh,MonkeyKing,Trundle,Ekko,Ashe,Nautilus
Ornn,RekSai,Ekko,Kaisa,Nautilus,MonkeyKing,LeeSin,Akali,Aphelios,Braum
Volibear,Olaf,Azir,Aphelios,Sett,Ornn,RekSai,Corki,Kalista,Thresh
Kennen,Trundle,Orianna,Kaisa,Nautilus,Renekton,Nidalee,Galio,Aphelios,Leona
MonkeyKing,Karthus,Galio,MissFortune,Thresh,Ornn,Trundle,Nocturne,Aphelios,Nautilus
Fiora,LeeSin,Syndra,Kaisa,Thresh,Volibear,JarvanIV,Galio,Ezreal,Nautilus
Volibear,Karthus,Sett,Ashe,Braum,Renekton,Ekko,Pantheon,Aphelios,Thresh
Kled,Trundle,Lissandra,Varus,TahmKench,Gangplank,LeeSin,Sylas,Ezreal,Thresh
Ornn,Ekko,Renekton,Ashe,Thresh,Sion,Gragas,Nocturne,Ezreal,Yuumi
Renekton,LeeSin,Leblanc,Kalista,Taric,Mordekaiser,Trundle,Syndra,Ashe,TahmKench
MonkeyKing,Nunu,Zoe,Senna,Sett,Renekton,Ekko,Jayce,Ezreal,Bard
MonkeyKing,XinZhao,Lulu,Aphelios,Sett,Aatrox,LeeSin,Azir,Ashe,Bard
MonkeyKing,Graves,Galio,Aphelios,Leona,Malphite,Trundle,Syndra,Kalista,Thresh
Jax,Trundle,TwistedFate,Kalista,Nautilus,Camille,Khazix,Syndra,Ezreal,Thresh
Jayce,Trundle,Syndra,Varus,Morgana,Renekton,LeeSin,Ekko,Aphelios,Nautilus
Aatrox,RekSai,Leblanc,Aphelios,Sett,Renekton,LeeSin,Zoe,Kaisa,Karma
Jayce,Graves,Galio,Kaisa,Sett,Renekton,Trundle,Neeko,Ezreal,Yuumi
Jayce,Trundle,Leblanc,Kalista,Galio,Volibear,Taliyah,Syndra,Xayah,Rakan
Hecarim,Trundle,Azir,Aphelios,Nautilus,MonkeyKing,Graves,Ekko,Ezreal,Sett
Mordekaiser,JarvanIV,Akali,Aphelios,Sett,Darius,LeeSin,Syndra,Jinx,Thresh
Volibear,Graves,Orianna,Kalista,Sett,Renekton,Trundle,Zoe,Ezreal,Leona
Kayle,Olaf,Syndra,Kaisa,Nautilus,Ornn,LeeSin,Azir,Aphelios,Thresh
Jayce,JarvanIV,Galio,Aphelios,Taric,Aatrox,Trundle,Corki,Kaisa,Nautilus
MonkeyKing,Ekko,Pantheon,Aphelios,Braum,Jax,Trundle,Leblanc,Varus,Nautilus
Jayce,Olaf,Azir,Varus,Blitzcrank,Irelia,Volibear,Syndra,Senna,TahmKench
MonkeyKing,Trundle,Azir,Kaisa,Nautilus,Mordekaiser,LeeSin,Orianna,Ezreal,Yuumi
Camille,Olaf,Leblanc,Kalista,Nautilus,Aatrox,Graves,Karma,Caitlyn,Morgana
Vladimir,Olaf,Leblanc,Draven,Nautilus,Ornn,Karthus,Pantheon,Kalista,Leona
Jayce,Volibear,Azir,Aphelios,Nautilus,Renekton,LeeSin,Zoe,Ezreal,Leona
Mordekaiser,LeeSin,Sylas,Ezreal,TahmKench,Camille,Trundle,Galio,Kaisa,Nautilus
Ornn,Trundle,Corki,Aphelios,Thresh,Mordekaiser,Ekko,Sett,Ezreal,Blitzcrank
Renekton,LeeSin,Sylas,Aphelios,Leona,Ornn,Nidalee,Ekko,Ezreal,Nautilus
Ornn,Trundle,Zoe,Aphelios,Yuumi,Aatrox,LeeSin,Syndra,Xayah,Thresh
Aatrox,LeeSin,Galio,Varus,Braum,Jayce,RekSai,Syndra,Draven,Nautilus
Renekton,Sett,Heimerdinger,Ezreal,Bard,Ornn,Trundle,Ekko,Ashe,Thresh
Karma,Trundle,Lucian,Xayah,Rakan,Pantheon,Elise,Jayce,Ezreal,Thresh
Renekton,Olaf,Zoe,Aphelios,Braum,MonkeyKing,Graves,Leblanc,Varus,Leona
Ornn,LeeSin,Zoe,Ezreal,Leona,Renekton,Elise,Jayce,Vayne,Yuumi
Aatrox,Trundle,Fiddlesticks,Varus,Leona,Ornn,Nidalee,Syndra,Draven,Nautilus
MonkeyKing,Nidalee,Ryze,Lucian,Leona,Volibear,Graves,Karma,Ezreal,Braum
Mordekaiser,Olaf,Syndra,Aphelios,Bard,Fiora,Volibear,TwistedFate,Ashe,Sett
Aatrox,LeeSin,Orianna,Aphelios,Nautilus,Jayce,RekSai,Sylas,Ezreal,Karma
Kayle,Trundle,Leblanc,Ezreal,Leona,Ornn,RekSai,Kassadin,Aphelios,Galio
Mordekaiser,Graves,Jayce,Ezreal,Karma,MonkeyKing,Kindred,Neeko,Ashe,Bard
Aatrox,Nidalee,Syndra,Ezreal,Pantheon,Fiora,Trundle,Galio,Varus,Bard
Jayce,RekSai,TwistedFate,Aphelios,Nautilus,Ornn,LeeSin,Zoe,Ezreal,Sett
Mordekaiser,Graves,Karma,Ezreal,Leona,Aatrox,Trundle,Leblanc,Aphelios,Thresh
Malphite,JarvanIV,Orianna,Aphelios,Thresh,MonkeyKing,Volibear,Sylas,Ashe,Braum
Renekton,Graves,Zoe,Ziggs,TahmKench,Irelia,Nidalee,Orianna,Aphelios,Karma
Aatrox,LeeSin,Fiddlesticks,Ashe,Bard,Jayce,Trundle,Leblanc,Aphelios,Thresh
Volibear,Gragas,Yasuo,Ezreal,Bard,Jax,Sett,Zoe,Aphelios,Thresh
Ornn,Trundle,Zoe,Aphelios,Bard,Renekton,Nidalee,Ekko,Ashe,Braum
Renekton,RekSai,Syndra,Kalista,Sett,MonkeyKing,LeeSin,TwistedFate,Aphelios,Thresh
Ornn,Trundle,Azir,Sivir,Karma,MonkeyKing,Kindred,TwistedFate,Varus,Thresh
Lucian,Nidalee,Leblanc,Aphelios,Bard,Renekton,Olaf,Syndra,Ashe,Braum
Aatrox,Nidalee,Azir,Varus,Zilean,Jayce,Trundle,Corki,Maokai,Senna
Ornn,Elise,Jayce,Kaisa,Thresh,Aatrox,Graves,Karma,Ezreal,Braum
Renekton,Trundle,Galio,Sivir,Thresh,Kennen,Nidalee,Qiyana,Varus,Bard
Irelia,RekSai,Syndra,Lucian,Braum,Aatrox,Nidalee,Galio,Aphelios,Nautilus
Ornn,LeeSin,Zoe,Ashe,Taric,Mordekaiser,Olaf,Ekko,Aphelios,Nautilus
Renekton,Graves,Azir,MissFortune,Nautilus,Fiora,JarvanIV,Kassadin,Aphelios,Thresh
Mordekaiser,Ekko,Aatrox,Aphelios,Thresh,Ornn,Graves,Galio,Ezreal,Sett
Gangplank,Trundle,Orianna,Ashe,Thresh,MonkeyKing,Volibear,TwistedFate,Kalista,Rakan
Camille,Trundle,Azir,Senna,MonkeyKing,Jayce,Ekko,Sett,Ezreal,Leona
Mordekaiser,Graves,Zoe,Ashe,Nautilus,MonkeyKing,JarvanIV,Syndra,Aphelios,Thresh
Ornn,LeeSin,Kassadin,Ezreal,Yuumi,Camille,Graves,Galio,Ashe,Nautilus
Volibear,Trundle,Corki,Aphelios,TahmKench,Kayle,LeeSin,Azir,Ezreal,Leona
Maokai,Nidalee,Renekton,Aphelios,Thresh,Rengar,Graves,Syndra,Varus,Braum
Mordekaiser,Volibear,Lucian,Ezreal,Bard,Kennen,Olaf,Corki,Aphelios,Nautilus
Akali,RekSai,Kassadin,Kalista,Nautilus,Renekton,Gragas,Azir,Aphelios,Thresh
Ornn,Graves,Syndra,Aphelios,Leona,Aatrox,Trundle,Sylas,Ezreal,Yuumi
Aatrox,Trundle,Orianna,Ezreal,Yuumi,Volibear,Sett,Karma,Aphelios,Pantheon
MonkeyKing,LeeSin,Sylas,Ezreal,Nautilus,Ornn,Graves,Zoe,Ashe,Thresh
Renekton,Gragas,Jayce,MissFortune,Pyke,Volibear,Trundle,Ekko,Ezreal,Yuumi
Mordekaiser,Volibear,Orianna,Kalista,Alistar,Kayle,Sett,TwistedFate,Aphelios,Nautilus
Ornn,RekSai,Akali,Ezreal,Yuumi,Kayle,LeeSin,Azir,Aphelios,Thresh
Akali,Gragas,Irelia,MissFortune,Sett,Ornn,Trundle,Ryze,Aphelios,Pantheon
Aatrox,Graves,TwistedFate,Kalista,Taric,Ornn,Olaf,Karma,Aphelios,TahmKench
Ornn,Volibear,Karma,Aphelios,TahmKench,Gangplank,Olaf,Ryze,Kalista,Thresh
Mordekaiser,LeeSin,Orianna,Ezreal,Leona,MonkeyKing,Trundle,Leblanc,Aphelios,Nautilus
Mordekaiser,Trundle,Orianna,Aphelios,Thresh,Kayle,Volibear,TwistedFate,Ezreal,Leona
Sett,Graves,Syndra,Aphelios,Pantheon,Jayce,JarvanIV,Galio,Ezreal,Bard
Camille,LeeSin,Ekko,Aphelios,Bard,Jayce,Trundle,Kassadin,Syndra,Thresh
Fiora,Graves,Corki,Varus,Karma,Ornn,Trundle,Orianna,KogMaw,Janna
MonkeyKing,Trundle,Sylas,Kaisa,Nautilus,Ornn,LeeSin,Zoe,Jhin,Thresh
MonkeyKing,Trundle,Fiddlesticks,Ezreal,Bard,Gangplank,LeeSin,Lissandra,Aphelios,Thresh
Aatrox,Graves,TwistedFate,Kaisa,Nautilus,Sett,LeeSin,Zoe,Cassiopeia,Thresh
Renekton,Nidalee,Orianna,Aphelios,Thresh,Aatrox,Graves,Neeko,Varus,Braum
Renekton,LeeSin,Zoe,Ezreal,Bard,Ornn,Trundle,Syndra,Kaisa,Sett
Malphite,LeeSin,Azir,Varus,Karma,Renekton,MonkeyKing,Corki,MissFortune,Yuumi
MonkeyKing,LeeSin,Galio,Aphelios,Taric,Hecarim,Nidalee,Pantheon,Kalista,Nautilus
Gangplank,Sett,Orianna,Varus,Nautilus,Malphite,Volibear,Leblanc,Aphelios,Leona
Ornn,LeeSin,Syndra,Ezreal,Yuumi,Camille,Trundle,Zoe,Aphelios,Bard
Ornn,Graves,TwistedFate,Ezreal,Yuumi,Kayle,Trundle,Fiddlesticks,Aphelios,Thresh
Volibear,Graves,Ryze,Senna,MonkeyKing,Ornn,Trundle,Azir,Varus,Lulu
Maokai,LeeSin,Orianna,Aphelios,Nautilus,Ornn,Nidalee,Jayce,Ezreal,Leona
Ornn,Ekko,Nocturne,Kalista,Nautilus,Sett,Kindred,Lissandra,Ezreal,Bard
Ornn,LeeSin,Azir,Senna,Karma,Akali,Sett,Kassadin,Ashe,Thresh
Kennen,Nidalee,Lucian,Senna,Sett,Sylas,Trundle,Zoe,Ashe,TahmKench
Jayce,Trundle,Ryze,Senna,Nautilus,Volibear,LeeSin,Viktor,Ashe,Braum
MonkeyKing,Volibear,Cassiopeia,Sivir,Thresh,Mordekaiser,Olaf,Ryze,MissFortune,Karma
MonkeyKing,Nidalee,Galio,Kalista,Taric,Kennen,LeeSin,Zoe,Ezreal,TahmKench
Jayce,Trundle,Ekko,MissFortune,Sett,Renekton,Kindred,Zoe,Kaisa,Thresh
Malphite,Nidalee,Jayce,Ashe,Thresh,MonkeyKing,Gragas,Akali,Aphelios,Bard
Sion,Shyvana,Sett,Kaisa,Nautilus,Darius,Nidalee,Rumble,Ashe,TahmKench
MonkeyKing,Nidalee,Pantheon,Varus,Nautilus,Renekton,LeeSin,Orianna,Kalista,Galio
Vladimir,Trundle,Jayce,Kaisa,Nautilus,Gangplank,Nunu,Sett,Kalista,Leona
MonkeyKing,Trundle,Ekko,Kaisa,Nautilus,Darius,Nidalee,Rumble,Ashe,Taric
Camille,Volibear,TwistedFate,Ezreal,Sett,Jax,Graves,Galio,Ashe,Karma
Volibear,Graves,Zoe,Aphelios,Nautilus,Kayle,Sett,TwistedFate,Kalista,Thresh
Hecarim,Trundle,Orianna,Ashe,Braum,MonkeyKing,Nidalee,Ekko,Xayah,Rakan
MonkeyKing,Gragas,Jayce,Ashe,Bard,Jax,Ekko,Irelia,Varus,Thresh
Ornn,Trundle,Rumble,Aphelios,Thresh,Sylas,Graves,Orianna,Ezreal,Nautilus
MonkeyKing,LeeSin,Cassiopeia,Aphelios,Nautilus,Mordekaiser,Trundle,Azir,MissFortune,Leona
Vladimir,Graves,Azir,Ezreal,Bard,Karma,Trundle,Corki,Aphelios,Lulu
Gangplank,MonkeyKing,TwistedFate,Senna,Morgana,Camille,LeeSin,Cassiopeia,Ashe,Thresh
Mordekaiser,RekSai,Syndra,Aphelios,Lulu,Ornn,Trundle,Taliyah,Ashe,Braum
Aatrox,Graves,Zoe,Ezreal,Nami,Camille,LeeSin,Leblanc,Aphelios,Nautilus
Renekton,Nidalee,Ekko,Varus,Nautilus,Ornn,RekSai,Orianna,Sivir,Karma
Renekton,Elise,Zoe,Aphelios,Nautilus,Ornn,RekSai,Sylas,Ashe,Thresh
Urgot,RekSai,Galio,Varus,Thresh,Ornn,LeeSin,TwistedFate,Aphelios,Blitzcrank
Renekton,LeeSin,TwistedFate,Aphelios,Leona,Gangplank,Trundle,Zoe,Ashe,Sett
Ornn,Trundle,Fizz,Aphelios,Alistar,Renekton,Nidalee,Qiyana,Kalista,Galio
Mordekaiser,Graves,Zoe,Aphelios,Nautilus,Ornn,Nidalee,Sett,Ashe,Bard
Ornn,Gragas,Orianna,Ezreal,Bard,Aatrox,Volibear,Azir,Kalista,Leona
Jayce,Olaf,Kassadin,Kaisa,Thresh,Gangplank,Sett,Leblanc,Aphelios,Leona
Ornn,Graves,Karma,Kaisa,Braum,Mordekaiser,LeeSin,Leblanc,Ashe,Sett
Karma,Graves,Syndra,Ashe,Thresh,Shen,LeeSin,Irelia,Ziggs,Leona
Gangplank,Fiddlesticks,Jayce,Kalista,Nautilus,Ornn,Gragas,Orianna,Varus,TahmKench
MonkeyKing,Volibear,Azir,Ezreal,Karma,Renekton,Graves,Syndra,Aphelios,Nautilus
Renekton,Trundle,Zoe,Aphelios,Nautilus,Karma,LeeSin,TwistedFate,Ezreal,TahmKench
Mordekaiser,Olaf,Lulu,Kaisa,Sett,Kalista,LeeSin,TwistedFate,Ashe,Leona
Camille,Trundle,TwistedFate,Ashe,Thresh,Ornn,Ekko,Zoe,Ezreal,Braum
Kled,Nidalee,Sylas,Ezreal,Bard,Ornn,Olaf,Akali,Aphelios,Yuumi
Urgot,RekSai,Syndra,Kaisa,Nautilus,MonkeyKing,LeeSin,Galio,Ezreal,Leona
Gangplank,Trundle,Corki,Senna,MonkeyKing,Renekton,Kindred,Azir,Kalista,Gragas
MonkeyKing,Graves,TwistedFate,MissFortune,Yuumi,Sion,LeeSin,Zoe,Ezreal,Lulu
Volibear,LeeSin,Heimerdinger,Kalista,Pantheon,Mordekaiser,Trundle,TwistedFate,Ashe,Braum
Sett,Trundle,Azir,Senna,MonkeyKing,Quinn,Volibear,Leblanc,Aphelios,Nautilus
Ornn,Graves,Zoe,Ashe,Leona,Gangplank,LeeSin,Lissandra,Aphelios,Thresh
Aatrox,Trundle,Syndra,Ashe,Nautilus,Renekton,RekSai,Leblanc,Kaisa,Thresh
Gangplank,RekSai,Orianna,Kalista,Blitzcrank,Aatrox,LeeSin,Corki,Ashe,Thresh
Urgot,Karthus,Sett,Aphelios,Thresh,Renekton,Volibear,Azir,Ashe,Leona
Renekton,Graves,Karma,Kalista,Nautilus,Gnar,LeeSin,Qiyana,Kaisa,Poppy
Renekton,Kayn,Corki,Xayah,Rakan,Mordekaiser,Trundle,Zoe,MissFortune,Thresh
Volibear,RekSai,Orianna,Kalista,Sett,Ornn,Shyvana,Pantheon,Ezreal,TahmKench
Ornn,Graves,Syndra,Kaisa,Bard,Renekton,Nidalee,Diana,Ezreal,Yuumi
Aatrox,LeeSin,Zoe,Ashe,Karma,Gangplank,Volibear,Orianna,Ezreal,Braum
Ornn,Trundle,Azir,Ezreal,Karma,Sylas,Nocturne,Orianna,Senna,MonkeyKing
Jayce,Ekko,Pantheon,Aphelios,Nautilus,Ornn,LeeSin,Leblanc,Ezreal,Leona
Ornn,Trundle,Cassiopeia,Ezreal,Karma,Volibear,Nidalee,Zoe,Kalista,Thresh
Renekton,Volibear,KogMaw,Jhin,Thresh,MonkeyKing,Graves,Zoe,Aphelios,Nautilus
Camille,LeeSin,Corki,Ezreal,Leona,Aatrox,RekSai,Sylas,Varus,Thresh
Ornn,Sett,Orianna,Ashe,Bard,MonkeyKing,Nidalee,Azir,Aphelios,Nautilus
Volibear,Khazix,Lissandra,Aphelios,Thresh,Camille,Trundle,Galio,Ashe,Karma
Camille,JarvanIV,Galio,Aphelios,Leona,Mordekaiser,Trundle,Zoe,Ezreal,Pantheon
Gnar,Volibear,Corki,Ashe,Karma,Malphite,Sett,Orianna,Aphelios,Thresh
Mordekaiser,Graves,Morgana,Ashe,Karma,Renekton,Volibear,TwistedFate,Aphelios,Bard
Jax,Trundle,Zoe,Ashe,Thresh,MonkeyKing,LeeSin,Syndra,Aphelios,Nautilus
Camille,Graves,Zoe,Kaisa,Thresh,Aatrox,LeeSin,Leblanc,Swain,Sett
Renekton,Taliyah,Sett,Aphelios,TahmKench,Camille,Olaf,Sylas,Ashe,Bard
Pantheon,Trundle,Azir,Ashe,Sett,Camille,Volibear,Corki,Varus,Braum
Gangplank,Olaf,Orianna,Ezreal,Rakan,Ornn,Graves,TwistedFate,Ashe,Braum
Mordekaiser,LeeSin,Syndra,Aphelios,Nautilus,Ornn,RekSai,Corki,Ashe,Thresh
Ornn,Graves,Corki,Ashe,Thresh,MonkeyKing,Trundle,Zilean,Aphelios,TahmKench
Sett,Volibear,Orianna,Varus,Senna,Ornn,Olaf,KogMaw,Ezreal,Yuumi
Syndra,Nidalee,Sett,Draven,Thresh,Ornn,Ekko,Zed,Aphelios,Nautilus
Renekton,Volibear,TwistedFate,Kalista,Leona,Camille,Nidalee,Sylas,Aphelios,Shen
Camille,Olaf,Galio,Ashe,Karma,Jayce,JarvanIV,Cassiopeia,MonkeyKing,Senna
Ornn,LeeSin,Azir,Aphelios,Thresh,Malphite,Graves,Orianna,Ashe,Karma
Kennen,Graves,Akali,Aphelios,Sett,Renekton,Nidalee,Qiyana,Varus,Braum
Kennen,Graves,Zoe,Kalista,Sett,Renekton,Nidalee,Jayce,Varus,Thresh
Jax,Volibear,Orianna,Kaisa,Nautilus,MonkeyKing,Graves,Syndra,Ezreal,Braum
Kayle,Olaf,Lissandra,Ezreal,Karma,Ornn,LeeSin,Leblanc,Aphelios,Bard
Sett,Volibear,Zoe,Ezreal,Leona,Fiora,Pantheon,Velkoz,MissFortune,Nautilus
Jax,Trundle,Galio,Ashe,Bard,MonkeyKing,Kindred,Syndra,MissFortune,Nautilus
MonkeyKing,Sylas,Jayce,Ezreal,Sett,Malphite,Nidalee,Lissandra,Draven,Thresh
MonkeyKing,Nocturne,Orianna,Kalista,Rakan,Jax,Olaf,Karma,Aphelios,TahmKench
Gangplank,Volibear,Azir,Kalista,Morgana,Riven,Trundle,Ekko,Ezreal,Braum
Jayce,Trundle,Akali,Senna,Maokai,MonkeyKing,Nidalee,Azir,Ashe,Karma
Jayce,LeeSin,Akali,Varus,TahmKench,Ornn,Olaf,Leblanc,Kalista,Leona
Renekton,Khazix,Karma,Aphelios,Nautilus,Ornn,Graves,TwistedFate,Ashe,Leona
